1.263158,2.714286,1
1.328,5.952381,1
1.281481,6.428571,1
1.179487,5.571429,1
1.21374,7.277778,1
1.241379,5.043478,1
1.032787,3.588235,1
1.329032,8.157895,1
1.371681,5.380952,1
1.346457,4.884615,1
1.238938,10.272727,1
1.206107,6.894737,1
1.444444,7.3125,1
1.15625,5.818182,1
1.330275,5.45,1
1.149606,6.047619,1
1.354167,6.545455,1
1.224138,4.461538,1
1.280303,6.6,1
1.310606,7.333333,1
1.317568,7.047619,1
1.256579,9.5,1
1.308642,9.529412,1
1.425532,8.8125,1
1.361538,13,1
1.392857,4.666667,1
1.515464,6.0625,1
1.212121,5.076923,1
1.117647,3.777778,1
1.212121,3.666667,1
1.319444,6,1
1.333333,6.692308,1
1.311475,6.777778,1
1.26087,3.833333,1
1.192308,5.571429,1
1.253521,7.1,1
1.329897,6.466667,1
1.142857,5.055556,1
1.190476,6.461538,1
1.220779,4.8125,1
1.192308,5.777778,1
1.255319,5.222222,1
1.208955,4.466667,1
1.222222,6,1
1.264368,4.35,1
1.413223,7.5625,1
1.24,8.333333,1
1.39604,7.214286,1
1.430769,9.285714,1
1.284483,6.105263,1
1.4,6.470588,1
1.308271,6.333333,1
1.226891,4.76,1
1.271739,5.111111,1
1.283186,6.647059,1
1.38961,4.8125,1
1.464,6.578947,1
1.206186,6.0625,1
1.382114,7.6875,1
1.280702,5.7,1
1.223077,7.647059,1
1.354545,4.583333,1
1.278195,5.32,1
1.191919,5.5,1
1.296,6.25,1
1.219298,5.7,1
1.389831,4.214286,1
1.280992,5.041667,1
1.321429,7,1
1.238462,5.909091,1
1.295455,4.551724,1
1.244444,5.625,1
1.311927,6.055556,2
1.36,7.692308,2
1.342593,12,2
1.347368,8.636364,2
1.358491,9.636364,2
1.208333,12,2
1.247423,8.818182,2
1.365385,10.4,2
1.224299,11.888889,2
1.198113,8.153846,2
1.278846,5.473684,2
1.292929,4.714286,2
1.398148,7.2,2
1.258621,11.6,2
1.373832,13.375,2
1.27193,9.5,2
1.339623,9.636364,2
1.406897,7.631579,2
1.358108,7.047619,2
1.232258,11.923077,2
1.224359,14.181818,2
1.486667,15,2
1.307692,8.666667,2
1.203947,13.818182,2
1.298013,13.727273,2
1.37415,14.7,2
1.235294,12.363636,2
1.352113,12.909091,2
1.289474,12.666667,2
1.307692,13,2
1.406667,15,2
1.402685,13.545455,2
1.475862,16.111111,2
1.37,10,2
1.315789,7.823529,2
1.248322,9.933333,2
1.264901,16.777778,2
1.283784,14.8,2
1.211921,16.777778,2
1.208333,16,2
1.350993,13.727273,2
1.211268,15.777778,2
1.291667,14.4,2
1.201149,15.818182,2
1.326087,13.142857,2
1.256098,8.631579,2
1.278107,13,2
1.236364,15,2
1.429448,12.538462,2
1.323864,11.733333,2
1.321429,15.272727,2
1.275449,12.846154,2
1.331492,15.083333,2
1.251337,17,2
1.331288,13.583333,2
1.17757,8.916667,2
1.257669,10.866667,2
1.415205,17.1,2
1.372781,16.9,2
1.359281,13.916667,2
1.435897,13,2
1.327485,17.1,2
1.445122,16.4,2
1.404908,14.818182,2
1.35625,8.888889,2
1.329268,11.714286,2
1.40367,13.625,2
1.369697,15,2
1.314815,14.727273,2
1.381818,13.75,2
1.324468,15.666667,2
1.353591,8.227273,2
1.326087,13.142857,2
1.513966,13.769231,2
1.383333,13.846154,2
1.410526,13.571429,2
1.336842,15.833333,2
1.378378,13.875,2
1.440415,16.083333,2
1.316062,13.785714,2
1.351351,16.818182,2
1.486339,12.2,2
1.349727,13.071429,2
1.425287,13.384615,2
1.363158,14.615385,2
1.261905,8.842105,2
1.314136,14.692308,2
1.367568,16.818182,2
1.259259,7.714286,2
1.28125,21.333333,2
1.424084,17.363636,2
1.347368,11.875,2
1.472826,18.4,2
1.390374,15.583333,2
1.431818,7.333333,2
1.302564,19.5,2
1.448905,19.571429,3
1.457692,17.333333,3
1.407547,9.464286,3
1.359551,14.833333,3
1.326923,14.444444,3
1.396694,20.166667,3
1.301818,15.277778,3
1.34902,13.421053,3
1.42623,14.352941,3
1.478764,12.95,3
1.461832,13.789474,3
1.307985,11.954545,3
1.330612,12.894737,3
1.460274,14.6,3
1.345404,17.095238,3
1.362667,17.857143,3
1.38191,15.307692,3
1.312668,16.863636,3
1.48415,15.086957,3
1.401554,18.380952,3
1.311978,16.318182,3
1.448179,14.875,3
1.484127,13.263158,3
1.311475,14.076923,3
1.522727,16,3
1.349593,16.772727,3
1.435616,14.038462,3
1.438547,15.565217,3
1.390836,16.863636,3
1.425926,18,3
1.418733,15.125,3
1.492795,16.52381,3
1.327027,15.416667,3
1.348,15.625,3
1.497297,16.818182,3
1.439201,17.774194,3
1.40275,16.966667,3
1.405769,18.571429,3
1.435798,16.0625,3
1.660574,15.32,3
1.434066,17.0625,3
1.54433,17.962963,3
1.372007,15.514286,3
1.48249,18.357143,3
1.511538,20,3
1.50188,18.344828,3
1.585202,19.391304,3
1.428023,17.965517,3
1.64086,17.222222,3
1.458333,16.5,3
1.49031,18.428571,3
1.40568,20.541667,3
1.332721,16.484848,3
1.310606,26.4,3
1.505747,20.88,3
1.384314,15,3
1.391081,19.433333,3
1.343284,14.105263,3
1.452381,15.75,3
1.398406,11.952381,3
1.430435,17.692308,4
1.65493,17.75,4
1.39661,24.583333,4
1.485714,23.333333,4
1.305263,20.357143,4
1.576208,19.214286,4
1.661654,20.461538,4
1.619608,21.25,4
1.66875,17.777778,4
1.472,18.75,4
1.553425,21.470588,4
1.385417,20.571429,4
1.433702,17.238095,4
1.606811,26.916667,4
1.621993,16.166667,4
1.356037,24.846154,4
1.424615,25,4
1.534772,26.0625,4
1.443609,26.6,4
1.423469,19.6,4
1.475827,39.3,4
1.503049,21.866667,4
1.477941,20.923077,4
1.552163,28.071429,4
1.503958,21.055556,4
1.644231,27.733333,4
1.60804,20.947368,4
1.5375,25,4
1.506887,18.15,4
1.620053,19.947368,4
1.428858,26.263158,4
1.570621,16.857143,4
1.437071,25.705882,4
1.438596,23.75,4
1.498542,24.5,4
1.558099,22.72,4
1.316527,17,4
1.589615,25.956522,4
1.586924,23.206897,4
1.607807,19.214286,4
1.473244,18.6875,4
1.56231,19.352941,4
1.568365,16.954545,4
1.340836,19.4375,4
1.50813,24.6,4
1.458484,19.785714,4
1.609023,16.625,4
1.496324,14.315789,4
