30,0,64,7,3,2,4.2857,0,9.1429,2.3704,1,0.4286,0.2857,0.2593,0.1111,0.0741,2.78239451,0.827738157,3,0.428571,3,0.428571,2,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.285714,0,0,0,0,2,0.285714,2,0.285714,0,0,2,0.285714,3,0.428571,0,0,0,0,74,24,19,0,0,14,9,7,3.894737,1.263158,3.428571,2.714286,0,0,0.736842,0.473684,1
140,4,434,70,30,3,6.6667,0.1905,20.6667,2.4659,3.3333,1.4286,0.1429,0.3977,0.1705,0.017,3.974901945,1.438935467,9,0.428571,25,1.190476,0,0,0,0,8,0.380952,1,0.047619,0,0,0,0,0,0,0,0,0,0,6,0.285714,8,0.380952,0,0,0,0,1,0.047619,0,0,1,0.047619,0,0,2,0.095238,3,0.142857,0,0,0,0,0,0,6,0.285714,1,0.047619,0,0,15,0.714286,12,0.571429,0,0,0,0,27,1.285714,7,0.333333,3,0.142857,491,166,125,1,7,63,32,21,3.928,1.328,7.904762,5.952381,0.047619,0.333333,0.504,0.256,1
144,1,448,55,32,7,6.8571,0.0476,21.3333,2.5311,2.619,1.5238,0.3333,0.3107,0.1808,0.0395,4.169541201,1.19929522,0,0,17,0.809524,4,0.190476,0,0,9,0.428571,2,0.095238,0,0,0,0,0,0,0,0,0,0,4,0.190476,10,0.47619,0,0,2,0.095238,3,0.142857,0,0,0,0,11,0.52381,0,0,2,0.095238,0,0,0,0,1,0.047619,11,0.52381,4,0.190476,0,0,16,0.761905,11,0.52381,1,0.047619,1,0.047619,23,1.095238,11,0.52381,0,0,513,173,135,1,1,83,56,21,3.8,1.281481,8.238095,6.428571,0.047619,0.047619,0.614815,0.414815,1
150,2,400,56,34,5,7.1429,0.0952,19.0476,2.4691,2.6667,1.619,0.2381,0.3457,0.2099,0.0309,3.865497294,1.197859056,6,0.285714,19,0.904762,1,0.047619,0,0,10,0.47619,7,0.333333,0,0,0,0,0,0,0,0,0,0,9,0.428571,5,0.238095,0,0,2,0.095238,1,0.047619,0,0,1,0.047619,0,0,0,0,2,0.095238,0,0,0,0,2,0.095238,4,0.190476,1,0.047619,0,0,5,0.238095,12,0.571429,1,0.047619,3,0.142857,24,1.142857,6,0.285714,1,0.047619,399,138,117,2,1,63,46,21,3.410256,1.179487,6.571429,5.571429,0.095238,0.047619,0.538462,0.393162,1
127,2,418,58,27,8,7.0556,0.1111,23.2222,2.5333,3.2222,1.5,0.4444,0.3515,0.1636,0.0485,3.977097201,1.40034666,8,0.444444,6,0.333333,1,0.055556,0,0,8,0.444444,1,0.055556,0,0,0,0,1,0.055556,3,0.166667,0,0,6,0.333333,10,0.555556,0,0,0,0,1,0.055556,0,0,0,0,0,0,0,0,3,0.166667,0,0,0,0,0,0,19,1.055556,2,0.111111,0,0,12,0.666667,17,0.944444,2,0.111111,1,0.055556,23,1.277778,11,0.611111,1,0.055556,476,159,131,0,0,69,44,18,3.633588,1.21374,8.833333,7.277778,0,0,0.526718,0.335878,1
144,2,403,65,24,6,6.2609,0.087,17.5217,2.4277,2.8261,1.0435,0.2609,0.3916,0.1446,0.0361,3.91033587,1.144661254,6,0.26087,24,1.043478,2,0.086957,0,0,5,0.217391,0,0,0,0,0,0,0,0,1,0.043478,0,0,7,0.304348,5,0.217391,0,0,0,0,0,0,3,0.130435,0,0,1,0.043478,0,0,2,0.086957,0,0,0,0,1,0.043478,12,0.521739,2,0.086957,0,0,7,0.304348,18,0.782609,3,0.130435,0,0,11,0.478261,8,0.347826,2,0.086957,463,144,116,0,0,71,53,23,3.991379,1.241379,6.26087,5.043478,0,0,0.612069,0.456897,1
87,0,220,44,9,2,5.1176,0,12.9412,2.2,2.5882,0.5294,0.1176,0.44,0.09,0.02,3.265963268,1.546874251,7,0.411765,14,0.823529,0,0,0,0,2,0.117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058824,0,0,0,0,0,0,0,0,4,0.235294,0,0,0,0,0,0,0,0,0,0,2,0.117647,10,0.588235,0,0,0,0,2,0.117647,5,0.294118,0,0,7,0.411765,9,0.529412,3,0.176471,0,0,211,63,61,0,0,31,18,17,3.459016,1.032787,3.705882,3.588235,0,0,0.508197,0.295082,1
132,0,478,71,27,7,6.9474,0,25.1579,2.402,3.7368,1.4211,0.3684,0.3568,0.1357,0.0352,4.165124737,1.392417321,7,0.368421,15,0.789474,9,0.473684,0,0,8,0.421053,0,0,0,0,0,0,1,0.052632,2,0.105263,0,0,8,0.421053,12,0.631579,1,0.052632,1,0.052632,3,0.157895,0,0,2,0.105263,0,0,0,0,4,0.210526,0,0,0,0,0,0,18,0.947368,5,0.263158,0,0,14,0.736842,16,0.842105,5,0.263158,0,0,22,1.157895,10,0.526316,0,0,620,206,155,1,2,82,50,19,4,1.329032,10.842105,8.157895,0.052632,0.105263,0.529032,0.322581,1
133,0,401,67,30,5,6.3333,0,19.0952,2.3179,3.1905,1.4286,0.2381,0.3873,0.1734,0.0289,3.792587888,1.501705937,0,0,8,0.380952,5,0.238095,0,0,11,0.52381,0,0,1,0.047619,0,0,0,0,0,0,0,0,7,0.333333,3,0.142857,0,0,0,0,4,0.190476,0,0,0,0,1,0.047619,0,0,7,0.333333,0,0,0,0,0,0,24,1.142857,0,0,0,0,6,0.285714,13,0.619048,4,0.190476,1,0.047619,20,0.952381,15,0.714286,0,0,473,155,113,0,1,53,28,21,4.185841,1.371681,7.380952,5.380952,0,0.047619,0.469027,0.247788,1
160,2,428,75,30,5,6.1538,0.0769,16.4615,2.4457,2.8846,1.1538,0.1923,0.4286,0.1714,0.0286,4.096300793,1.098648923,7,0.269231,31,1.192308,1,0.038462,0,0,3,0.115385,3,0.115385,1,0.038462,0,0,0,0,0,0,0,0,7,0.269231,8,0.307692,0,0,0,0,1,0.038462,0,0,3,0.115385,1,0.038462,1,0.038462,3,0.115385,2,0.076923,0,0,0,0,25,0.961538,4,0.153846,0,0,7,0.269231,9,0.346154,0,0,1,0.038462,8,0.307692,4,0.153846,0,0,507,171,127,2,0,84,61,26,3.992126,1.346457,6.576923,4.884615,0.076923,0,0.661417,0.480315,1
81,1,354,46,29,1,7.3636,0.0909,32.1818,2.4755,4.1818,2.6364,0.0909,0.3217,0.2028,0.007,4.205547128,0.977162028,0,0,4,0.363636,5,0.454545,0,0,2,0.181818,2,0.181818,0,0,0,0,0,0,0,0,0,0,3,0.272727,7,0.636364,0,0,2,0.181818,2,0.181818,0,0,2,0.181818,15,1.363636,3,0.272727,1,0.090909,1,0.090909,0,0,0,0,16,1.454545,3,0.272727,0,0,8,0.727273,15,1.363636,2,0.181818,3,0.272727,16,1.454545,6,0.545455,0,0,463,140,113,0,0,78,57,11,4.097345,1.238938,12.727273,10.272727,0,0,0.690265,0.504425,1
119,0,419,48,36,1,6.2632,0,22.0526,2.4503,2.5263,1.8947,0.0526,0.2807,0.2105,0.0058,4.206965545,1.099405483,3,0.157895,8,0.421053,5,0.263158,0,0,2,0.105263,3,0.157895,3,0.157895,0,0,0,0,0,0,0,0,3,0.157895,13,0.684211,0,0,0,0,4,0.210526,0,0,1,0.052632,16,0.842105,1,0.052632,2,0.105263,0,0,0,0,0,0,15,0.789474,5,0.263158,0,0,10,0.526316,12,0.631579,1,0.052632,2,0.105263,14,0.736842,8,0.421053,3,0.157895,536,158,131,0,0,84,57,19,4.091603,1.206107,8.315789,6.894737,0,0,0.641221,0.435115,1
122,4,397,64,25,0,7.625,0.25,24.8125,2.5779,4,1.5625,0,0.4156,0.1623,0,3.963737953,1.167592663,4,0.25,5,0.3125,6,0.375,0,0,4,0.25,1,0.0625,0,0,0,0,0,0,0,0,0,0,5,0.3125,6,0.375,0,0,0,0,1,0.0625,0,0,0,0,8,0.5,2,0.125,2,0.125,0,0,0,0,0,0,28,1.75,2,0.125,1,0.0625,3,0.1875,15,0.9375,1,0.0625,1,0.0625,18,1.125,1,0.0625,4,0.25,498,169,117,1,1,71,49,16,4.25641,1.444444,10.5625,7.3125,0.0625,0.0625,0.606838,0.418803,1
151,4,434,73,25,2,6.8636,0.1818,19.7273,2.5233,3.3182,1.1364,0.0909,0.4244,0.1453,0.0116,3.879915473,1.351999419,10,0.454545,27,1.227273,3,0.136364,0,0,4,0.181818,1,0.045455,0,0,0,0,0,0,0,0,0,0,2,0.090909,8,0.363636,0,0,2,0.090909,1,0.045455,0,0,0,0,8,0.363636,0,0,0,0,0,0,0,0,0,0,12,0.545455,1,0.045455,0,0,4,0.181818,19,0.863636,1,0.045455,1,0.045455,19,0.863636,2,0.090909,5,0.227273,470,148,128,0,0,68,46,22,3.671875,1.15625,6.727273,5.818182,0,0,0.53125,0.359375,1
136,1,379,53,33,4,6.8,0.05,18.95,2.5436,2.65,1.65,0.2,0.3557,0.2215,0.0268,3.946189472,1.260569681,4,0.2,19,0.95,0,0,0,0,3,0.15,3,0.15,0,0,0,0,0,0,0,0,0,0,10,0.5,5,0.25,0,0,0,0,0,0,0,0,0,0,5,0.25,1,0.05,4,0.2,0,0,0,0,1,0.05,11,0.55,1,0.05,0,0,13,0.65,9,0.45,0,0,0,0,18,0.9,6,0.3,1,0.05,408,145,109,0,0,63,41,20,3.743119,1.330275,7.25,5.45,0,0,0.577982,0.376147,1
147,2,436,65,33,8,7,0.0952,20.7619,2.4914,3.0952,1.5714,0.381,0.3714,0.1886,0.0457,4.056527925,1.345420948,8,0.380952,22,1.047619,0,0,0,0,7,0.333333,0,0,0,0,0,0,1,0.047619,0,0,0,0,6,0.285714,7,0.333333,0,0,1,0.047619,0,0,1,0.047619,0,0,5,0.238095,0,0,7,0.333333,0,0,0,0,1,0.047619,11,0.52381,2,0.095238,0,0,13,0.619048,8,0.380952,0,0,2,0.095238,23,1.095238,9,0.428571,1,0.047619,447,146,127,0,0,73,45,21,3.519685,1.149606,6.952381,6.047619,0,0,0.574803,0.354331,1
169,3,499,64,53,2,7.6818,0.1364,22.6818,2.559,2.9091,2.4091,0.0909,0.3282,0.2718,0.0103,4.074039648,1.249975535,2,0.090909,16,0.727273,1,0.045455,0,0,5,0.227273,5,0.227273,0,0,0,0,0,0,0,0,0,0,17,0.772727,2,0.090909,0,0,3,0.136364,3,0.136364,1,0.045455,1,0.045455,6,0.272727,6,0.272727,7,0.318182,0,0,0,0,0,0,22,1,1,0.045455,0,0,13,0.590909,7,0.318182,0,0,2,0.090909,30,1.363636,3,0.136364,0,0,571,195,144,0,0,82,55,22,3.965278,1.354167,8.863636,6.545455,0,0,0.569444,0.381944,1
75,0,201,30,13,3,5.7692,0,15.4615,2.3372,2.3077,1,0.2308,0.3488,0.1512,0.0349,3.28478558,1.503765609,8,0.615385,14,1.076923,1,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.076923,0,0,0,0,0,0,0,0,0,0,2,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,3,0.230769,1,0.076923,2,0.153846,5,0.384615,4,0.307692,0,0,3,0.230769,8,0.615385,7,0.538462,2,0.153846,205,71,58,0,0,30,17,13,3.534483,1.224138,5.461538,4.461538,0,0,0.517241,0.293103,1
153,6,433,46,43,7,7.65,0.3,21.65,2.5471,2.3,2.15,0.35,0.2706,0.2529,0.0412,4.170391171,1.267665044,7,0.35,11,0.55,4,0.2,0,0,7,0.35,6,0.3,1,0.05,0,0,0,0,2,0.1,0,0,14,0.7,8,0.4,0,0,1,0.05,0,0,0,0,0,0,0,0,4,0.2,7,0.35,0,0,0,0,0,0,16,0.8,3,0.15,0,0,11,0.55,8,0.4,0,0,4,0.2,16,0.8,5,0.25,3,0.15,481,169,132,0,0,77,48,20,3.643939,1.280303,8.45,6.6,0,0,0.583333,0.363636,1
137,4,426,57,42,2,7.6111,0.2222,23.6667,2.5663,3.1667,2.3333,0.1111,0.3434,0.253,0.012,4.083113503,1.325090007,0,0,20,1.111111,1,0.055556,0,0,6,0.333333,7,0.388889,0,0,0,0,0,0,0,0,0,0,8,0.444444,4,0.222222,0,0,1,0.055556,3,0.166667,0,0,1,0.055556,12,0.666667,5,0.277778,0,0,0,0,0,0,1,0.055556,17,0.944444,2,0.111111,0,0,8,0.444444,14,0.777778,0,0,1,0.055556,18,1,6,0.333333,0,0,499,173,132,1,1,72,42,18,3.780303,1.310606,9.611111,7.333333,0.055556,0.055556,0.545455,0.318182,1
158,5,482,74,48,0,7.5238,0.2381,22.9524,2.5236,3.5238,2.2857,0,0.3874,0.2513,0,4.251884191,1.307546485,5,0.238095,23,1.095238,1,0.047619,0,0,1,0.047619,6,0.285714,2,0.095238,0,0,1,0.047619,0,0,0,0,15,0.714286,2,0.095238,0,0,0,0,2,0.095238,0,0,0,0,6,0.285714,2,0.095238,10,0.47619,0,0,0,0,1,0.047619,20,0.952381,1,0.047619,0,0,9,0.428571,5,0.238095,0,0,9,0.428571,24,1.142857,10,0.47619,0,0,606,195,148,1,1,84,46,21,4.094595,1.317568,9.285714,7.047619,0.047619,0.047619,0.567568,0.310811,1
