1.889822,1
1.414214,1
1.362770,1
2.303843,1
2.299068,1
1.483240,1
2.768875,1
1.985240,1
1.690309,1
2.128241,1
1.837117,1
1.973509,1
2.110579,1
2.480695,1
1.666667,1
2.403701,1
1.984313,1
2.286323,1
1.720465,1
2.677063,1
2.462214,1
2.323790,1
1.767767,1
2.449490,1
0.654654,1
2.222876,1
2.387467,1
3.116775,1
2.403701,1
1.598611,1
2.309401,1
2.038099,1
1.632993,1
2.160247,1
2.787334,1
1.658312,1
2.179449,1
1.889822,1
2.720294,1
2.486326,1
1.000000,1
1.647509,1
2.509980,1
1.125463,1
1.314257,1
2.024846,1
2.336993,1
2.140872,1
1.414214,1
2.434866,1
2.020726,1
1.490712,1
0.000000,1
2.207940,1
1.449138,1
2.765332,1
1.889822,1
2.658320,1
1.300887,1
2.285218,1
2.425356,1
2.014652,1
1.000000,1
2.360387,1
2.478479,1
1.195229,1
2.560382,1
2.267787,1
2.121320,1
2.420153,1
2.203893,1
2.798809,1
2.195036,1
2.563480,1
1.322876,1
2.403701,1
2.256304,1
1.118034,1
2.466441,1
2.380476,1
2.302173,1
2.260777,1
1.968502,1
2.932576,1
2.260777,1
2.104417,1
1.707825,1
2.426703,1
2.408319,1
1.603567,1
2.198484,1
2.345208,1
2.236068,1
1.527525,1
2.138090,1
2.672612,1
1.894969,2
2.376973,2
2.645751,2
2.229482,2
2.570738,2
2.405351,2
2.236068,2
2.759599,2
2.677063,2
1.822087,2
2.297341,2
2.468854,2
2.121320,2
2.541956,2
3.281651,2
2.898275,2
2.132007,2
1.401969,2
2.019139,2
2.403701,2
2.236068,2
2.655184,2
2.115109,2
2.360387,2
2.533980,2
2.595543,2
1.843909,2
2.160247,2
2.408319,2
2.260777,2
2.449490,2
2.412091,2
2.603417,2
2.171241,2
2.768875,2
2.600366,2
2.474874,2
2.390457,2
2.088932,2
2.291288,2
1.984313,2
2.815772,2
1.855921,2
2.345208,2
2.472066,2
1.690309,2
2.153222,2
1.690309,2
2.417882,2
2.773501,2
2.153222,2
2.041241,2
2.756810,2
2.828427,2
2.139848,2
2.436699,2
2.700762,2
2.273030,2
2.187628,2
2.190890,2
2.315953,2
2.110579,2
2.115109,2
2.297341,2
2.495450,2
2.511512,2
1.333333,2
2.626785,2
2.390457,2
1.299038,2
1.889822,2
2.000000,2
2.000000,2
2.492847,2
2.256304,2
1.628550,2
1.816590,2
2.361980,2
2.522625,2
2.616516,2
2.313642,2
2.331845,2
2.731582,2
1.475287,2
2.345208,2
2.112235,2
2.097618,2
2.633122,2
2.326320,2
2.974248,2
1.870829,2
1.549193,2
2.603417,2
2.679891,2
2.886751,2
1.985240,2
1.607275,2
2.798809,2
1.762176,2
1.977142,2
1.647509,2
2.577374,2
2.581989,2
2.380476,2
2.174229,2
2.850439,2
2.267787,2
2.357023,2
2.000000,2
2.796101,2
2.339591,3
2.184993,3
2.990726,3
2.428992,3
2.200000,3
2.651650,3
2.600905,3
2.711338,3
2.359700,3
1.414214,3
2.652741,3
2.591194,3
2.299886,3
2.850439,3
2.442189,3
2.572039,3
2.336308,3
2.701851,3
1.832251,3
2.888971,3
2.600905,3
2.460210,3
2.105892,3
2.136637,3
2.645751,3
1.963961,3
2.803060,3
2.497618,3
2.781518,3
2.659216,3
2.579505,3
2.727636,3
2.861901,3
2.877113,3
2.479546,3
2.093072,3
2.586020,3
2.456518,3
2.481179,3
2.645751,3
2.549510,3
2.433737,3
2.581989,3
2.056033,3
3.096488,3
2.476557,3
2.537223,3
2.556039,3
2.478479,3
2.224860,3
2.934469,3
3.036811,3
2.338090,3
2.958040,3
2.189547,3
2.300362,3
2.305600,3
2.306118,3
2.378884,3
2.634930,3
1.877849,3
3.082207,3
2.061553,3
3.082207,3
2.539685,3
2.400980,3
2.304886,3
2.503331,3
1.831104,3
3.173551,3
2.731582,3
2.331845,3
2.990726,3
2.549510,3
2.594867,3
1.986063,3
2.966479,3
2.318405,3
2.759599,3
2.860388,3
2.849148,3
2.334524,3
2.434866,3
2.895620,3
2.680951,3
2.828427,3
2.148345,3
2.986079,3
2.715695,3
2.536687,3
2.625783,3
2.812311,3
2.708013,3
2.313642,3
2.449490,3
2.555271,3
2.236068,3
2.989565,3
2.743977,3
2.763397,3
2.813657,3
2.738613,3
2.474874,3
2.977695,3
2.800376,3
2.841993,3
2.168802,4
3.042707,4
2.984810,4
2.494995,4
2.529822,4
2.921594,4
2.314946,4
1.870829,4
2.558409,4
2.370158,4
2.345208,4
3.198557,4
2.483277,4
3.093773,4
2.589151,4
2.672612,4
2.669270,4
3.168596,4
2.805275,4
2.338929,4
2.884888,4
2.636042,4
2.724161,4
2.482497,4
3.363895,4
2.806243,4
2.614065,4
2.188487,4
2.757909,4
2.283481,4
3.087610,4
2.527625,4
2.579971,4
2.923762,4
2.828427,4
2.988072,4
2.787728,4
2.692582,4
2.558409,4
2.260393,4
2.044155,4
2.078024,4
2.345208,4
2.941458,4
2.519489,4
2.528410,4
2.672612,4
2.212152,4
2.660827,4
2.728451,4
3.544362,4
2.350812,4
3.041381,4
2.712932,4
2.779797,4
2.807956,4
2.444381,4
2.916980,4
2.568506,4
2.792185,4
2.453652,4
2.637147,4
2.445048,4
2.946184,4
3.156416,4
2.962127,4
3.015113,4
3.605551,4
1.927248,4
2.250000,4
2.511512,4
2.026609,4
2.857738,4
2.951997,4
3.105295,4
1.732051,4
2.086825,4
2.796101,4
2.804758,4
2.915476,4
3.116775,4
2.946493,4
2.883711,4
1.751190,4
2.890146,4
3.047247,4
2.703274,4
2.146173,4
2.339591,4
2.651650,4
2.872281,4
2.792848,4
3.095696,4
3.074085,4
2.624669,4
2.422719,4
2.976095,4
2.598076,4
2.880972,4
2.699206,4
2.459675,4
3.252529,4
2.724161,4
2.725541,4
