0,-12.238249,-5.4726186,4
1,-12.208928,-5.452785,3
2,-1.7584187,-2.1639588,1
3,-2.849018,3.8886724,1
4,-13.126164,-6.230932,3
5,-2.3720038,-2.2294688,2
6,-1.937643,-2.7682607,1
7,-13.017643,-5.9281325,3
8,-10.515122,-3.6288722,4
9,-10.535977,-3.658828,4
10,-13.130959,-6.3376436,3
11,-2.2398732,7.49541,2
12,-2.3090098,-1.2740016,1
13,-11.377976,-4.5577335,4
14,-12.497468,-5.70226,4
15,-12.570353,-5.7411757,4
16,-1.671533,-2.4424605,1
17,-12.882357,-6.4344788,4
18,-1.9152529,-1.958151,1
19,-2.3622916,6.740402,1
20,-2.910082,7.861372,2
21,-2.9296746,3.099623,2
22,-10.850423,-3.9880507,4
23,-2.343719,6.7282915,2
24,-3.2624073,7.2129707,2
25,-2.577727,7.2465777,2
26,-12.950812,-6.4529443,3
27,-1.6915005,-2.5344887,1
28,-2.657717,4.880952,1
29,-3.3720798,6.4725513,2
30,-1.6942424,-2.5919487,1
31,-11.806819,-5.0020127,3
32,-4.3212833,5.2870307,2
33,-10.610921,-3.7329001,3
34,-12.651526,-6.2663355,3
35,-3.1188567,7.5586147,2
36,-3.1761327,7.337799,2
37,-12.585943,-6.024085,3
38,-2.9190784,2.8584864,2
39,-10.58346,-3.6974137,4
40,-12.602526,-5.9792614,3
41,-10.948069,-4.095179,3
42,-1.7457176,-2.1891606,1
43,-2.5375342,7.2892456,2
44,-2.2574592,-2.690648,1
45,-2.321586,-1.2138687,1
46,-2.6142144,7.9724584,2
47,-2.3287354,-1.1671813,1
48,-2.6117084,8.008523,2
49,-13.11038,-6.3531513,3
50,-2.6087995,5.1286364,1
51,-4.50029,4.3217254,2
52,-2.3790934,-2.3574119,1
53,-1.6769317,-2.4923465,1
54,-2.2218657,7.4356647,2
55,-2.1388638,7.8054442,2
56,-13.028505,-5.9437876,3
57,-11.203165,-4.366322,4
58,-2.6545498,7.9796166,2
59,-2.429818,5.9837704,2
60,-2.9088438,2.6063447,2
61,-13.204628,-5.8894444,3
62,-3.9785662,5.01663,2
63,-10.697233,-3.8366575,4
64,-2.877487,3.627696,2
65,-3.2537498,6.907182,2
66,-2.2822547,7.5109043,2
67,-10.594906,-3.7158747,4
68,-2.2977426,7.865227,2
69,-12.9316845,-6.4425716,3
70,-2.6309195,4.9468417,1
71,-2.3033507,7.931082,2
72,-10.49813,-3.627036,4
73,-4.620601,4.221304,2
74,-2.3736632,-2.4707587,1
75,-11.830116,-5.0262394,4
76,-2.2304819,-1.9018904,2
77,-10.579481,-3.6963027,4
78,-2.7322419,7.9499893,2
79,-2.5770593,0.23077506,2
80,-3.2363706,7.1279407,2
81,-2.9322903,7.064219,2
82,-2.861791,4.091736,2
83,-2.2907667,-2.658109,1
84,-4.1622624,5.456611,2
85,-11.020056,-4.174957,4
86,-1.9342414,-2.764008,1
87,-2.5768926,5.1954775,2
88,-2.9101994,2.7043836,2
89,-2.534967,-0.026211321,1
90,-2.6350172,6.4376388,2
91,-2.2636242,6.9636564,2
92,-2.8740199,2.3503158,1
93,-4.0433254,5.812154,2
94,-2.092456,7.5708222,1
95,-12.591856,-5.9955153,3
96,-13.129566,-6.2691126,3
97,-2.1682727,-2.7394946,1
98,-2.1258214,-1.8163303,1
99,-3.0098128,7.6484632,2
100,-13.008274,-5.9725966,3
101,-2.810359,4.0747976,2
102,-2.3921309,-0.8465604,1
103,-12.836229,-6.4305463,3
104,-2.87695,3.7931097,2
105,-10.559227,-3.6812646,4
106,-2.0871074,7.3601446,1
107,-2.5155125,5.7742352,2
108,-10.56053,-3.6738713,4
109,-2.9834874,7.6905503,2
110,-2.2685094,-2.6816027,1
111,-2.3287308,-2.045843,1
112,-2.1548872,-1.8064001,1
113,-3.076862,6.9494686,2
114,-2.9524667,7.344124,2
115,-2.2837903,-1.4223194,1
116,-1.7834328,-2.6901526,1
117,-4.7237306,4.0794945,4
