0,-3.5525591,-13.984086,6
1,-9.363579,25.566938,2
2,11.707059,-15.462221,6
3,-11.073659,32.036274,1
4,-9.573157,8.491489,5
5,15.055064,-13.663551,4
6,6.156176,-11.781785,6
7,-0.6861462,-6.1281247,2
8,-6.955605,8.222017,4
9,11.378373,-15.230179,4
10,-7.3384314,18.848803,1
11,-0.8374398,-2.7917802,3
12,-11.098761,30.07323,2
13,14.616373,-10.482943,5
14,-9.038182,26.109472,2
15,-0.71585214,-2.3787107,5
16,-10.854277,31.847113,2
17,15.18683,-15.701059,5
18,7.6374593,-10.691947,6
19,-11.862914,31.338127,2
20,-3.3999012,-13.997131,6
21,-7.86279,6.62002,2
22,-10.396903,8.202935,4
23,-0.6937389,-7.9766455,5
24,-10.227176,8.694928,2
25,-8.99523,25.290388,1
26,-10.456512,7.5078144,3
27,-0.7821609,-4.643792,4
28,16.669388,-15.457807,6
29,-2.28735,-11.504547,3
30,-9.519438,26.96072,2
31,-10.364274,28.404394,1
32,-9.689214,27.344463,2
33,-0.94782364,-13.969651,5
34,16.224655,-15.8016615,5
35,0.68132514,-13.762569,3
36,-0.45631722,-0.46022502,6
37,-11.839081,30.366646,2
38,-0.76881605,-3.3641982,5
39,0.13274734,-13.6143,4
40,18.1431,-16.068787,4
41,18.507729,-15.360266,6
42,7.352882,-14.227072,5
43,-1.1228337,-13.354053,5
44,-0.8796435,-4.034259,4
45,-3.5986388,-13.0840225,3
46,9.222233,-14.028568,2
47,6.1055536,-11.549515,5
48,3.601181,-13.549737,6
49,-10.454867,30.872622,2
50,16.097128,-15.061776,6
51,0.005762333,0.41699564,4
52,-0.21177608,-8.788615,4
53,-10.751118,8.852544,2
54,-11.331475,31.946484,1
55,-1.1000196,-14.099637,3
56,-0.65405667,-6.8222327,3
57,-9.239225,24.028027,2
58,-8.867818,26.875923,4
59,-1.0167403,-13.670829,5
60,-10.628891,31.350636,2
61,1.0937585,-10.604189,3
62,-3.780278,-15.005721,6
63,-4.597522,-14.554863,4
64,-9.705691,9.0052185,6
65,-4.3116703,-13.945443,6
66,-8.01799,22.012188,2
67,-8.189937,21.569563,1
68,-7.6724296,20.698317,1
69,7.8555083,-10.635305,6
70,-0.9358742,-1.886372,3
71,15.403181,-15.632702,6
72,-7.9041224,19.854284,1
73,-11.025086,31.031012,1
74,-7.7901354,21.247534,1
75,-9.682729,25.906122,1
76,14.81921,-15.561439,4
77,-7.3631344,19.028082,5
78,-7.927931,22.862665,1
79,7.831886,-14.351018,4
80,-4.80875,-14.608847,3
81,13.70378,-15.526007,4
82,14.644227,-10.312378,6
83,-9.513836,7.5837383,3
84,-8.861962,23.838165,1
85,-11.290015,8.113459,2
86,-0.021175379,-13.708024,5
87,-4.9953303,5.1006255,2
88,-7.594539,20.67953,4
89,-3.9344993,-14.021821,3
90,10.060322,-14.976239,5
91,-8.728055,26.558529,3
92,6.4641643,-14.133421,5
93,-9.13333,8.10721,2
94,-8.411708,7.992927,2
95,-6.189145,7.4663243,3
96,-7.5730853,6.9724684,3
97,-1.5694554,-10.405625,3
98,-10.330173,31.319138,3
99,0.53194875,-12.827086,5
100,-11.139438,30.502262,2
101,18.61847,-15.733484,6
102,-9.031838,23.250637,1
103,-7.131026,16.154182,1
104,-7.419807,19.728878,1
105,-1.605637,-0.4665588,3
106,-9.137837,25.709953,3
107,9.439519,-14.856485,3
108,4.7222958,-13.735789,6
109,-10.984204,7.7657385,2
110,-6.9921784,17.580261,2
111,-0.7450909,-2.3421633,5
112,-6.3190913,9.963762,5
113,-0.74846625,-4.7793317,2
114,-7.1934643,17.157835,1
115,-3.750039,-14.951089,6
116,-4.439751,-15.0439415,3
117,3.5875967,-13.308577,6
118,10.48405,-15.042318,4
119,-11.978765,30.919088,2
120,-9.849098,8.096794,1
121,5.3730845,-13.9256525,4
122,3.252935,-13.333821,6
123,-2.625481,-14.362594,4
124,-5.8009214,6.587808,1
125,-9.898107,27.524368,1
126,-9.344752,8.081115,3
127,-4.1643653,4.1321206,2
128,14.537928,-11.313303,3
129,1.5506582,-8.317242,2
130,-8.096334,22.430573,2
131,13.014839,-14.31617,5
132,16.566366,-15.503261,6
133,-7.1370316,16.45231,1
134,1.7479087,-13.175231,4
135,-4.2660475,-13.546595,6
136,-0.98202074,-1.0518817,4
